oldname,newname
gpw_v4_e_a050_054ft_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a050_054ft_2010_cntm_30_sec
gpw_v4_e_a050_054ft_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a050_054ft_2010_dens_1_deg
gpw_v4_e_a050_054ft_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a050_054ft_2010_dens_15_min
gpw_v4_e_a050_054ft_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a050_054ft_2010_dens_2pt5_min
gpw_v4_e_a050_054ft_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a050_054ft_2010_dens_30_min
gpw_v4_e_a050_054ft_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a050_054ft_2010_dens_30_sec
gpw_v4_e_a050_054mt_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a050_054mt_2010_cntm_1_deg
gpw_v4_e_a050_054mt_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a050_054mt_2010_cntm_15_min
gpw_v4_e_a050_054mt_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a050_054mt_2010_cntm_2pt5_min
gpw_v4_e_a050_054mt_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a050_054mt_2010_cntm_30_min
gpw_v4_e_a050_054mt_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a050_054mt_2010_cntm_30_sec
gpw_v4_e_a050_054mt_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a050_054mt_2010_dens_1_deg
gpw_v4_e_a050_054mt_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a050_054mt_2010_dens_15_min
gpw_v4_e_a050_054mt_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a050_054mt_2010_dens_2pt5_min
gpw_v4_e_a050_054mt_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a050_054mt_2010_dens_30_min
gpw_v4_e_a050_054mt_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a050_054mt_2010_dens_30_sec
gpw_v4_e_a055_059bt_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a055_059bt_2010_cntm_1_deg
gpw_v4_e_a055_059bt_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a055_059bt_2010_cntm_15_min
gpw_v4_e_a055_059bt_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a055_059bt_2010_cntm_2pt5_min
gpw_v4_e_a055_059bt_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a055_059bt_2010_cntm_30_min
gpw_v4_e_a055_059bt_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a055_059bt_2010_cntm_30_sec
gpw_v4_e_a055_059bt_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a055_059bt_2010_dens_1_deg
gpw_v4_e_a055_059bt_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a055_059bt_2010_dens_15_min
gpw_v4_e_a055_059bt_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a055_059bt_2010_dens_2pt5_min
gpw_v4_e_a055_059bt_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a055_059bt_2010_dens_30_min
gpw_v4_e_a055_059bt_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a055_059bt_2010_dens_30_sec
gpw_v4_e_a055_059ft_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a055_059ft_2010_cntm_1_deg
gpw_v4_e_a055_059ft_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a055_059ft_2010_cntm_15_min
gpw_v4_e_a055_059ft_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a055_059ft_2010_cntm_2pt5_min
gpw_v4_e_a055_059ft_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a055_059ft_2010_cntm_30_min
gpw_v4_e_a055_059ft_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a055_059ft_2010_cntm_30_sec
gpw_v4_e_a055_059ft_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a055_059ft_2010_dens_1_deg
gpw_v4_e_a055_059ft_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a055_059ft_2010_dens_15_min
gpw_v4_e_a055_059ft_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a055_059ft_2010_dens_2pt5_min
gpw_v4_e_a055_059ft_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a055_059ft_2010_dens_30_min
gpw_v4_e_a055_059ft_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a055_059ft_2010_dens_30_sec
gpw_v4_e_a055_059mt_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a055_059mt_2010_cntm_1_deg
gpw_v4_e_a055_059mt_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a055_059mt_2010_cntm_15_min
gpw_v4_e_a055_059mt_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a055_059mt_2010_cntm_2pt5_min
gpw_v4_e_a055_059mt_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a055_059mt_2010_cntm_30_min
gpw_v4_e_a055_059mt_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a055_059mt_2010_cntm_30_sec
gpw_v4_e_a055_059mt_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a055_059mt_2010_dens_1_deg
gpw_v4_e_a055_059mt_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a055_059mt_2010_dens_15_min
gpw_v4_e_a055_059mt_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a055_059mt_2010_dens_2pt5_min
gpw_v4_e_a055_059mt_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a055_059mt_2010_dens_30_min
gpw_v4_e_a055_059mt_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a055_059mt_2010_dens_30_sec
gpw_v4_e_a060_064bt_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a060_064bt_2010_cntm_1_deg
gpw_v4_e_a060_064bt_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a060_064bt_2010_cntm_15_min
gpw_v4_e_a060_064bt_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a060_064bt_2010_cntm_2pt5_min
gpw_v4_e_a060_064bt_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a060_064bt_2010_cntm_30_min
gpw_v4_e_a060_064bt_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a060_064bt_2010_cntm_30_sec
gpw_v4_e_a060_064bt_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a060_064bt_2010_dens_1_deg
gpw_v4_e_a060_064bt_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a060_064bt_2010_dens_15_min
gpw_v4_e_a060_064bt_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a060_064bt_2010_dens_2pt5_min
gpw_v4_e_a060_064bt_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a060_064bt_2010_dens_30_min
gpw_v4_e_a060_064bt_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a060_064bt_2010_dens_30_sec
gpw_v4_e_a060_064ft_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a060_064ft_2010_cntm_1_deg
gpw_v4_e_a060_064ft_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a060_064ft_2010_cntm_15_min
gpw_v4_e_a060_064ft_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a060_064ft_2010_cntm_2pt5_min
gpw_v4_e_a060_064ft_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a060_064ft_2010_cntm_30_min
gpw_v4_e_a060_064ft_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a060_064ft_2010_cntm_30_sec
gpw_v4_e_a060_064ft_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a060_064ft_2010_dens_1_deg
gpw_v4_e_a060_064ft_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a060_064ft_2010_dens_15_min
gpw_v4_e_a060_064ft_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a060_064ft_2010_dens_2pt5_min
gpw_v4_e_a060_064ft_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a060_064ft_2010_dens_30_min
gpw_v4_e_a060_064ft_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a060_064ft_2010_dens_30_sec
gpw_v4_e_a060_064mt_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a060_064mt_2010_cntm_1_deg
gpw_v4_e_a060_064mt_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a060_064mt_2010_cntm_15_min
gpw_v4_e_a060_064mt_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a060_064mt_2010_cntm_2pt5_min
gpw_v4_e_a060_064mt_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a060_064mt_2010_cntm_30_min
gpw_v4_e_a060_064mt_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a060_064mt_2010_cntm_30_sec
gpw_v4_e_a060_064mt_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a060_064mt_2010_dens_1_deg
gpw_v4_e_a060_064mt_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a060_064mt_2010_dens_15_min
gpw_v4_e_a060_064mt_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a060_064mt_2010_dens_2pt5_min
gpw_v4_e_a060_064mt_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a060_064mt_2010_dens_30_min
gpw_v4_e_a060_064mt_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a060_064mt_2010_dens_30_sec
gpw_v4_e_a065_069bt_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a065_069bt_2010_cntm_1_deg
gpw_v4_e_a065_069bt_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a065_069bt_2010_cntm_15_min
gpw_v4_e_a065_069bt_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a065_069bt_2010_cntm_2pt5_min
gpw_v4_e_a065_069bt_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a065_069bt_2010_cntm_30_min
gpw_v4_e_a065_069bt_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a065_069bt_2010_cntm_30_sec
gpw_v4_e_a065_069bt_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a065_069bt_2010_dens_1_deg
gpw_v4_e_a065_069bt_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a065_069bt_2010_dens_15_min
gpw_v4_e_a065_069bt_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a065_069bt_2010_dens_2pt5_min
gpw_v4_e_a065_069bt_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a065_069bt_2010_dens_30_min
gpw_v4_e_a065_069bt_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a065_069bt_2010_dens_30_sec
gpw_v4_e_a065_069ft_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a065_069ft_2010_cntm_1_deg
gpw_v4_e_a065_069ft_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a065_069ft_2010_cntm_15_min
gpw_v4_e_a065_069ft_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a065_069ft_2010_cntm_2pt5_min
gpw_v4_e_a065_069ft_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a065_069ft_2010_cntm_30_min
gpw_v4_e_a065_069ft_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a065_069ft_2010_cntm_30_sec
gpw_v4_e_a065_069ft_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a065_069ft_2010_dens_1_deg
gpw_v4_e_a065_069ft_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a065_069ft_2010_dens_15_min
gpw_v4_e_a065_069ft_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a065_069ft_2010_dens_2pt5_min
gpw_v4_e_a065_069ft_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a065_069ft_2010_dens_30_min
gpw_v4_e_a065_069ft_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a065_069ft_2010_dens_30_sec
gpw_v4_e_a065_069mt_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a065_069mt_2010_cntm_1_deg
gpw_v4_e_a065_069mt_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a065_069mt_2010_cntm_15_min
gpw_v4_e_a065_069mt_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a065_069mt_2010_cntm_2pt5_min
gpw_v4_e_a065_069mt_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a065_069mt_2010_cntm_30_min
gpw_v4_e_a065_069mt_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a065_069mt_2010_cntm_30_sec
gpw_v4_e_a065_069mt_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a065_069mt_2010_dens_1_deg
gpw_v4_e_a065_069mt_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a065_069mt_2010_dens_15_min
gpw_v4_e_a065_069mt_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a065_069mt_2010_dens_2pt5_min
gpw_v4_e_a065_069mt_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a065_069mt_2010_dens_30_min
gpw_v4_e_a065_069mt_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a065_069mt_2010_dens_30_sec
gpw_v4_e_a065plusbt_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a065plusbt_2010_cntm_1_deg
gpw_v4_e_a065plusbt_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a065plusbt_2010_cntm_15_min
gpw_v4_e_a065plusbt_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a065plusbt_2010_cntm_2pt5_min
gpw_v4_e_a065plusbt_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a065plusbt_2010_cntm_30_min
gpw_v4_e_a065plusbt_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a065plusbt_2010_cntm_30_sec
gpw_v4_e_a065plusbt_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a065plusbt_2010_dens_1_deg
gpw_v4_e_a065plusbt_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a065plusbt_2010_dens_15_min
gpw_v4_e_a065plusbt_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a065plusbt_2010_dens_2pt5_min
gpw_v4_e_a065plusbt_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a065plusbt_2010_dens_30_min
gpw_v4_e_a065plusbt_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a065plusbt_2010_dens_30_sec
gpw_v4_e_a065plusft_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a065plusft_2010_cntm_1_deg
gpw_v4_e_a065plusft_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a065plusft_2010_cntm_15_min
gpw_v4_e_a065plusft_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a065plusft_2010_cntm_2pt5_min
gpw_v4_e_a065plusft_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a065plusft_2010_cntm_30_min
gpw_v4_e_a065plusft_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a065plusft_2010_cntm_30_sec
gpw_v4_e_a065plusft_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a065plusft_2010_dens_1_deg
gpw_v4_e_a065plusft_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a065plusft_2010_dens_15_min
gpw_v4_e_a065plusft_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a065plusft_2010_dens_2pt5_min
gpw_v4_e_a065plusft_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a065plusft_2010_dens_30_min
gpw_v4_e_a065plusft_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a065plusft_2010_dens_30_sec
gpw_v4_e_a065plusmt_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a065plusmt_2010_cntm_1_deg
gpw_v4_e_a065plusmt_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a065plusmt_2010_cntm_15_min
gpw_v4_e_a065plusmt_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a065plusmt_2010_cntm_2pt5_min
gpw_v4_e_a065plusmt_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a065plusmt_2010_cntm_30_min
gpw_v4_e_a065plusmt_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a065plusmt_2010_cntm_30_sec
gpw_v4_e_a065plusmt_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a065plusmt_2010_dens_1_deg
gpw_v4_e_a065plusmt_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a065plusmt_2010_dens_15_min
gpw_v4_e_a065plusmt_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a065plusmt_2010_dens_2pt5_min
gpw_v4_e_a065plusmt_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a065plusmt_2010_dens_30_min
gpw_v4_e_a065plusmt_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a065plusmt_2010_dens_30_sec
gpw_v4_e_a070_074bt_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a070_074bt_2010_cntm_1_deg
gpw_v4_e_a070_074bt_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a070_074bt_2010_cntm_15_min
gpw_v4_e_a070_074bt_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a070_074bt_2010_cntm_2pt5_min
gpw_v4_e_a070_074bt_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a070_074bt_2010_cntm_30_min
gpw_v4_e_a070_074bt_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a070_074bt_2010_cntm_30_sec
gpw_v4_e_a070_074bt_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a070_074bt_2010_dens_1_deg
gpw_v4_e_a070_074bt_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a070_074bt_2010_dens_15_min
gpw_v4_e_a070_074bt_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a070_074bt_2010_dens_2pt5_min
gpw_v4_e_a070_074bt_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a070_074bt_2010_dens_30_min
gpw_v4_e_a070_074bt_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a070_074bt_2010_dens_30_sec
gpw_v4_e_a070_074ft_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a070_074ft_2010_cntm_1_deg
gpw_v4_e_a070_074ft_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a070_074ft_2010_cntm_15_min
gpw_v4_e_a070_074ft_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a070_074ft_2010_cntm_2pt5_min
gpw_v4_e_a070_074ft_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a070_074ft_2010_cntm_30_min
gpw_v4_e_a070_074ft_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a070_074ft_2010_cntm_30_sec
gpw_v4_e_a070_074ft_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a070_074ft_2010_dens_1_deg
gpw_v4_e_a070_074ft_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a070_074ft_2010_dens_15_min
gpw_v4_e_a070_074ft_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a070_074ft_2010_dens_2pt5_min
gpw_v4_e_a070_074ft_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a070_074ft_2010_dens_30_min
gpw_v4_e_a070_074ft_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a070_074ft_2010_dens_30_sec
gpw_v4_e_a070_074mt_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a070_074mt_2010_cntm_1_deg
gpw_v4_e_a070_074mt_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a070_074mt_2010_cntm_15_min
gpw_v4_e_a070_074mt_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a070_074mt_2010_cntm_2pt5_min
gpw_v4_e_a070_074mt_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a070_074mt_2010_cntm_30_min
gpw_v4_e_a070_074mt_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a070_074mt_2010_cntm_30_sec
gpw_v4_e_a070_074mt_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a070_074mt_2010_dens_1_deg
gpw_v4_e_a070_074mt_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a070_074mt_2010_dens_15_min
gpw_v4_e_a070_074mt_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a070_074mt_2010_dens_2pt5_min
gpw_v4_e_a070_074mt_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a070_074mt_2010_dens_30_min
gpw_v4_e_a070_074mt_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a070_074mt_2010_dens_30_sec
gpw_v4_e_a070plusbt_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a070plusbt_2010_cntm_1_deg
gpw_v4_e_a070plusbt_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a070plusbt_2010_cntm_15_min
gpw_v4_e_a070plusbt_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a070plusbt_2010_cntm_2pt5_min
gpw_v4_e_a070plusbt_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a070plusbt_2010_cntm_30_min
gpw_v4_e_a070plusbt_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a070plusbt_2010_cntm_30_sec
gpw_v4_e_a070plusbt_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a070plusbt_2010_dens_1_deg
gpw_v4_e_a070plusbt_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a070plusbt_2010_dens_15_min
gpw_v4_e_a070plusbt_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a070plusbt_2010_dens_2pt5_min
gpw_v4_e_a070plusbt_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a070plusbt_2010_dens_30_min
gpw_v4_e_a070plusbt_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a070plusbt_2010_dens_30_sec
gpw_v4_e_a070plusft_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a070plusft_2010_cntm_1_deg
gpw_v4_e_a070plusft_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a070plusft_2010_cntm_15_min
gpw_v4_e_a070plusft_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a070plusft_2010_cntm_2pt5_min
gpw_v4_e_a070plusft_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a070plusft_2010_cntm_30_min
gpw_v4_e_a070plusft_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a070plusft_2010_cntm_30_sec
gpw_v4_e_a070plusft_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a070plusft_2010_dens_1_deg
gpw_v4_e_a070plusft_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a070plusft_2010_dens_15_min
gpw_v4_e_a070plusft_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a070plusft_2010_dens_2pt5_min
gpw_v4_e_a070plusft_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a070plusft_2010_dens_30_min
gpw_v4_e_a070plusft_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a070plusft_2010_dens_30_sec
gpw_v4_e_a070plusmt_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a070plusmt_2010_cntm_1_deg
gpw_v4_e_a070plusmt_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a070plusmt_2010_cntm_15_min
gpw_v4_e_a070plusmt_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a070plusmt_2010_cntm_2pt5_min
gpw_v4_e_a070plusmt_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a070plusmt_2010_cntm_30_min
gpw_v4_e_a070plusmt_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a070plusmt_2010_cntm_30_sec
gpw_v4_e_a070plusmt_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a070plusmt_2010_dens_1_deg
gpw_v4_e_a070plusmt_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a070plusmt_2010_dens_15_min
gpw_v4_e_a070plusmt_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a070plusmt_2010_dens_2pt5_min
gpw_v4_e_a070plusmt_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a070plusmt_2010_dens_30_min
gpw_v4_e_a070plusmt_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a070plusmt_2010_dens_30_sec
gpw_v4_e_a075_079bt_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a075_079bt_2010_cntm_1_deg
gpw_v4_e_a075_079bt_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a075_079bt_2010_cntm_15_min
gpw_v4_e_a075_079bt_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a075_079bt_2010_cntm_2pt5_min
gpw_v4_e_a075_079bt_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a075_079bt_2010_cntm_30_min
gpw_v4_e_a075_079bt_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a075_079bt_2010_cntm_30_sec
gpw_v4_e_a075_079bt_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a075_079bt_2010_dens_1_deg
gpw_v4_e_a075_079bt_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a075_079bt_2010_dens_15_min
